id,post_id,tag_id
3801,1922,29
3802,1923,34
3803,1923,35
3804,1923,32
3805,1924,33
3806,1924,34
3807,1925,40
3808,1925,39
3809,1925,41
3810,1926,26
3811,1927,13
3812,1927,11
3813,1927,12
3814,1928,15
3815,1929,65
3816,1929,36
3817,1929,59
3818,1930,24
3819,1930,56
3820,1931,56
3821,1932,55
3822,1932,24
3823,1932,1
3824,1933,36
3825,1934,16
3826,1934,17
3827,1934,15
3828,1935,68
3829,1935,43
3830,1936,19
3831,1936,20
3832,1937,35
3833,1937,34
3834,1938,28
3835,1939,18
3836,1940,54
3837,1941,5
3838,1942,58
3839,1942,42
3840,1942,44
3841,1943,20
3842,1943,65
3843,1944,51
3844,1945,3
3845,1945,15
3846,1946,11
3847,1946,12
3848,1947,36
3849,1947,37
3850,1947,38
3851,1948,10
3852,1948,13
3853,1948,11
3854,1949,58
3855,1949,59
3856,1950,5
3857,1950,3
3858,1951,16
3859,1951,68
3860,1951,1
3861,1952,18
3862,1953,41
3863,1953,30
3864,1953,51
3865,1954,43
3866,1954,44
3867,1955,65
3868,1955,56
3869,1955,15
3870,1956,10
3871,1957,68
3872,1958,24
3873,1959,59
3874,1959,38
3875,1960,15
3876,1960,26
3877,1961,33
3878,1961,32
3879,1961,53
3880,1962,49
3881,1963,56
3882,1963,39
3883,1964,23
3884,1964,22
3885,1964,21
3886,1965,52
3887,1965,51
3888,1966,48
3889,1966,23
3890,1966,1
3891,1967,13
3892,1968,66
3893,1969,33
3894,1969,35
3895,1970,65
3896,1970,63
3897,1970,64
3898,1971,49
3899,1972,13
3900,1972,11
3901,1972,12
3902,1973,33
3903,1974,19
3904,1974,18
3905,1975,16
3906,1975,57
3907,1975,42
3908,1976,4
3909,1976,14
3910,1977,48
3911,1977,50
3912,1978,51
3913,1979,63
3914,1979,26
3915,1980,40
3916,1980,4
3917,1981,65
3918,1981,19
3919,1982,46
3920,1983,7
3921,1983,6
3922,1984,68
3923,1984,23
3924,1985,32
3925,1985,9
3926,1985,17
3927,1986,22
3928,1986,49
3929,1986,19
3930,1987,43
3931,1987,44
3932,1987,42
3933,1988,4
3934,1989,57
3935,1990,46
3936,1990,31
3937,1991,45
3938,1992,13
3939,1992,12
3940,1993,48
3941,1994,31
3942,1994,21
3943,1995,7
3944,1996,25
3945,1996,52
3946,1996,34
3947,1997,19
3948,1997,18
3949,1997,20
3950,1998,58
3951,1998,57
3952,1999,37
3953,1999,26
3954,1999,48
3955,2000,5
3956,2001,24
3957,2001,52
3958,2002,11
3959,2002,67
3960,2003,32
3961,2004,17
3962,2004,16
3963,2004,15
3964,2005,35
3965,2005,33
3966,2006,36
3967,2006,37
3968,2007,21
3969,2007,68
3970,2007,10
3971,2008,59
3972,2009,53
3973,2009,37
3974,2010,48
3975,2010,36
3976,2010,12
3977,2011,53
3978,2011,51
3979,2011,52
3980,2012,12
3981,2013,8
3982,2014,43
3983,2014,5
3984,2014,51
3985,2015,63
3986,2015,64
3987,2015,65
3988,2016,46
3989,2016,33
3990,2017,26
3991,2017,60
3992,2017,25
3993,2018,3
3994,2018,67
3995,2018,37
3996,2019,64
3997,2019,65
3998,2019,63
3999,2020,58
4000,2020,59
4001,2021,22
4002,2021,4
4003,2022,20
4004,2022,18
4005,2022,19
4006,2023,31
4007,2023,29
4008,2023,39
4009,2024,30
4010,2025,5
4011,2025,2
4012,2025,4
4013,2026,59
4014,2026,44
4015,2027,61
4016,2027,28
4017,2027,23
4018,2028,33
4019,2028,47
4020,2028,56
4021,2029,36
4022,2029,38
4023,2029,37
4024,2030,4
4025,2030,3
4026,2030,1
4027,2031,57
4028,2032,49
4029,2032,48
4030,2032,50
4031,2033,66
4032,2033,54
4033,2033,63
4034,2034,25
4035,2035,16
4036,2035,36
4037,2036,20
4038,2036,19
4039,2036,18
4040,2037,67
4041,2037,68
4042,2038,1
4043,2038,15
4044,2039,39
4045,2040,49
4046,2041,65
4047,2042,50
4048,2042,61
4049,2043,29
4050,2043,30
4051,2043,28
4052,2044,6
4053,2044,19
4054,2044,59
4055,2045,35
4056,2045,36
4057,2046,67
4058,2046,68
4059,2046,66
4060,2047,10
4061,2047,12
4062,2047,13
4063,2048,34
4064,2048,28
4065,2049,6
4066,2049,7
4067,2049,8
4068,2050,5
4069,2051,63
4070,2051,39
4071,2051,22
4072,2052,36
4073,2052,8
4074,2053,12
4075,2053,11
4076,2054,36
4077,2055,3
4078,2055,6
4079,2055,34
4080,2056,5
4081,2056,1
4082,2056,4
4083,2057,68
4084,2057,67
4085,2057,66
4086,2058,55
4087,2058,51
4088,2058,22
4089,2059,6
4090,2059,41
4091,2059,47
4092,2060,26
4093,2060,25
4094,2060,27
4095,2061,52
4096,2061,51
4097,2062,5
4098,2062,3
4099,2062,4
4100,2063,59
4101,2063,58
4102,2064,19
4103,2064,11
4104,2065,67
4105,2065,68
4106,2065,66
4107,2066,54
4108,2067,38
4109,2067,37
4110,2068,22
4111,2068,14
4112,2068,35
4113,2069,46
4114,2069,41
4115,2069,40
4116,2070,26
4117,2070,44
4118,2071,21
4119,2071,22
4120,2072,41
4121,2073,14
4122,2073,15
4123,2073,16
4124,2074,2
4125,2074,1
4126,2075,1
4127,2075,4
4128,2076,62
4129,2076,60
4130,2076,61
4131,2077,57
4132,2078,12
4133,2079,8
4134,2079,28
4135,2080,35
4136,2080,36
4137,2080,19
4138,2081,33
4139,2082,49
4140,2082,50
4141,2082,48
4142,2083,40
4143,2084,58
4144,2085,7
4145,2085,47
4146,2085,13
4147,2086,17
4148,2086,32
4149,2087,11
4150,2088,27
4151,2088,28
4152,2088,43
4153,2089,15
4154,2090,5
4155,2091,7
4156,2092,37
4157,2092,36
4158,2093,34
4159,2093,32
4160,2094,14
4161,2094,16
4162,2094,15
4163,2095,38
4164,2095,36
4165,2095,37
4166,2096,10
4167,2096,31
4168,2097,53
4169,2098,10
4170,2098,46
4171,2099,47
4172,2099,27
4173,2099,42
4174,2100,15
4175,2100,14
4176,2100,34
4177,2101,21
4178,2102,2
4179,2103,66
4180,2103,16
4181,2104,23
4182,2104,24
4183,2104,28
4184,2105,34
4185,2106,18
4186,2107,58
4187,2107,37
4188,2107,44
4189,2108,55
4190,2109,10
4191,2109,55
4192,2110,19
4193,2110,20
4194,2111,32
4195,2111,54
4196,2112,8
4197,2112,7
4198,2112,6
4199,2113,66
4200,2113,67
4201,2114,43
4202,2114,33
4203,2115,19
4204,2116,51
4205,2117,68
4206,2117,66
4207,2118,21
4208,2118,68
4209,2119,58
4210,2120,2
4211,2120,5
4212,2120,4
4213,2121,38
4214,2122,7
4215,2123,57
4216,2123,58
4217,2124,44
4218,2124,42
4219,2125,7
4220,2125,61
4221,2125,4
4222,2126,61
4223,2126,5
4224,2126,6
4225,2127,1
4226,2127,18
4227,2128,37
4228,2128,25
4229,2129,57
4230,2129,37
4231,2130,40
4232,2130,41
4233,2130,39
4234,2131,23
4235,2131,22
4236,2132,28
4237,2132,30
4238,2133,60
4239,2134,38
4240,2134,58
4241,2135,50
4242,2136,22
4243,2137,17
4244,2137,63
4245,2137,6
4246,2138,26
4247,2138,38
4248,2139,16
4249,2139,15
4250,2139,46
4251,2140,58
4252,2140,57
4253,2140,59
4254,2141,54
4255,2141,55
4256,2141,56
4257,2142,9
4258,2143,65
4259,2143,4
4260,2143,49
4261,2144,4
4262,2144,1
4263,2145,8
4264,2146,12
4265,2146,11
4266,2146,10
4267,2147,36
4268,2147,37
4269,2148,33
4270,2148,58
4271,2148,61
4272,2149,35
4273,2149,21
4274,2150,16
4275,2151,38
4276,2151,19
4277,2151,14
4278,2152,36
4279,2152,37
4280,2152,38
4281,2153,8
4282,2153,7
4283,2154,63
4284,2154,41
4285,2155,18
4286,2155,20
4287,2155,19
4288,2156,41
4289,2156,15
4290,2156,40
4291,2157,64
4292,2157,15
4293,2158,29
4294,2158,30
4295,2158,31
4296,2159,17
4297,2160,64
4298,2160,8
4299,2160,27
4300,2161,68
4301,2161,33
4302,2161,21
4303,2162,52
4304,2162,32
4305,2163,25
4306,2163,68
4307,2163,29
4308,2164,39
4309,2165,60
4310,2165,26
4311,2165,14
4312,2166,12
4313,2167,37
4314,2167,40
4315,2167,65
4316,2168,25
4317,2168,2
4318,2169,62
4319,2169,52
4320,2170,42
4321,2171,23
4322,2171,1
4323,2172,62
4324,2172,60
4325,2172,61
4326,2173,42
4327,2173,47
4328,2173,12
4329,2174,1
4330,2174,3
4331,2174,2
4332,2175,43
4333,2176,9
4334,2177,43
4335,2177,59
4336,2178,61
4337,2178,60
4338,2179,59
4339,2179,43
4340,2180,63
4341,2181,52
4342,2182,14
4343,2182,15
4344,2182,17
4345,2183,30
4346,2183,13
4347,2183,66
4348,2184,6
4349,2184,61
4350,2184,5
4351,2185,18
4352,2186,60
4353,2186,46
4354,2187,63
4355,2187,65
4356,2188,26
4357,2189,59
4358,2189,57
4359,2190,24
4360,2191,18
4361,2192,25
4362,2193,19
4363,2194,68
4364,2194,29
4365,2195,1
4366,2195,4
4367,2196,2
4368,2196,42
4369,2196,45
4370,2197,41
4371,2197,61
4372,2198,4
4373,2199,55
4374,2199,42
4375,2200,23
4376,2200,35
4377,2200,48
4378,2201,31
4379,2202,38
4380,2202,66
4381,2203,65
4382,2203,63
4383,2203,64
4384,2204,26
4385,2204,25
4386,2204,27
4387,2205,26
4388,2205,24
4389,2205,27
4390,2206,41
4391,2206,39
4392,2206,40
4393,2207,4
4394,2208,2
4395,2208,60
4396,2208,49
4397,2209,62
4398,2210,6
4399,2210,7
4400,2210,8
4401,2211,9
4402,2211,17
4403,2211,15
4404,2212,10
4405,2212,13
4406,2213,10
4407,2213,35
4408,2213,16
4409,2214,5
4410,2214,13
4411,2214,23
4412,2215,1
4413,2215,2
4414,2216,63
4415,2217,55
4416,2218,44
4417,2218,43
4418,2219,18
4419,2219,65
4420,2219,6
4421,2220,21
4422,2220,58
4423,2221,54
4424,2221,62
4425,2221,30
4426,2222,2
4427,2223,58
4428,2224,52
4429,2224,53
4430,2224,51
4431,2225,62
4432,2225,36
4433,2225,30
4434,2226,41
4435,2226,46
4436,2226,66
4437,2227,6
4438,2227,13
4439,2228,60
4440,2229,40
4441,2229,45
4442,2230,4
4443,2230,1
4444,2231,66
4445,2231,5
4446,2231,19
4447,2232,30
4448,2232,5
4449,2232,52
4450,2233,68
4451,2233,15
4452,2233,58
4453,2234,11
4454,2234,29
4455,2234,21
4456,2235,19
4457,2236,4
4458,2237,19
4459,2238,35
4460,2238,33
4461,2238,32
4462,2239,53
4463,2239,3
4464,2239,64
4465,2240,62
4466,2241,40
4467,2241,42
4468,2242,34
4469,2242,35
4470,2243,59
4471,2243,58
4472,2244,60
4473,2244,62
4474,2245,16
4475,2246,35
4476,2246,33
4477,2247,64
4478,2247,52
4479,2248,45
4480,2248,18
4481,2249,36
4482,2249,41
4483,2249,24
4484,2250,8
4485,2250,24
4486,2250,45
4487,2251,3
4488,2251,4
4489,2251,1
4490,2252,19
4491,2252,58
4492,2252,41
4493,2253,68
4494,2253,57
4495,2254,45
4496,2254,47
4497,2254,46
4498,2255,3
4499,2255,4
4500,2256,23
4501,2257,25
4502,2257,30
4503,2258,62
4504,2258,60
4505,2259,37
4506,2259,36
4507,2260,64
4508,2260,17
4509,2260,55
4510,2261,60
4511,2262,29
4512,2262,56
4513,2263,63
4514,2264,5
4515,2265,30
4516,2265,23
4517,2266,61
4518,2266,3
4519,2267,13
4520,2267,10
4521,2268,38
4522,2268,36
4523,2268,37
4524,2269,36
4525,2270,38
4526,2270,36
4527,2270,37
4528,2271,38
4529,2271,5
4530,2272,30
4531,2273,27
4532,2273,47
4533,2273,52
4534,2274,53
4535,2274,33
4536,2275,18
4537,2276,26
4538,2276,27
4539,2276,24
4540,2277,63
4541,2278,3
4542,2278,2
4543,2279,45
4544,2279,34
4545,2279,37
4546,2280,46
4547,2281,49
4548,2282,47
4549,2283,58
4550,2284,45
4551,2285,29
4552,2285,20
4553,2285,34
4554,2286,60
4555,2286,61
4556,2287,2
4557,2288,40
4558,2289,25
4559,2289,26
4560,2290,48
4561,2291,55
4562,2291,35
4563,2291,4
4564,2292,49
4565,2292,35
4566,2293,35
4567,2294,46
4568,2294,23
4569,2295,48
4570,2295,58
4571,2295,15
4572,2296,20
4573,2296,65
4574,2296,33
4575,2297,25
4576,2297,24
4577,2298,11
4578,2298,12
4579,2299,35
4580,2299,33
4581,2300,9
4582,2300,7
4583,2301,60
4584,2301,8
4585,2301,65
4586,2302,18
4587,2302,50
4588,2303,11
4589,2304,66
4590,2304,48
4591,2305,46
4592,2305,7
4593,2306,47
4594,2306,46
4595,2306,45
4596,2307,51
4597,2307,49
4598,2307,29
4599,2308,17
4600,2309,36
4601,2309,55
4602,2310,61
4603,2311,15
4604,2312,61
4605,2312,6
4606,2312,43
4607,2313,1
4608,2314,34
4609,2315,10
4610,2316,22
4611,2317,18
4612,2318,43
4613,2318,42
4614,2318,44
4615,2319,27
4616,2320,31
4617,2320,29
4618,2321,34
4619,2321,35
4620,2321,39
4621,2322,12
4622,2322,68
4623,2323,47
4624,2323,44
4625,2324,51
4626,2324,35
4627,2324,2
4628,2325,22
4629,2326,26
4630,2326,25
4631,2326,24
4632,2327,24
4633,2327,5
4634,2327,63
4635,2328,54
4636,2328,22
4637,2329,36
4638,2329,63
4639,2329,34
4640,2330,38
4641,2330,36
4642,2331,44
4643,2331,27
4644,2331,68
4645,2332,61
4646,2332,32
4647,2333,2
4648,2333,12
4649,2334,63
4650,2334,49
4651,2335,8
4652,2336,36
4653,2336,62
4654,2336,2
4655,2337,58
4656,2337,57
4657,2337,59
4658,2338,5
4659,2338,42
4660,2338,19
4661,2339,38
4662,2339,36
4663,2340,49
4664,2340,50
4665,2340,48
4666,2341,64
4667,2341,44
4668,2342,56
4669,2342,54
4670,2342,55
4671,2343,41
4672,2343,18
4673,2344,21
4674,2344,34
4675,2345,64
4676,2346,23
4677,2346,22
4678,2347,6
4679,2347,1
4680,2348,37
4681,2349,27
4682,2349,26
4683,2350,20
4684,2351,33
4685,2352,42
4686,2352,44
4687,2353,23
4688,2354,57
4689,2355,25
4690,2355,41
4691,2356,37
4692,2357,28
4693,2357,36
4694,2358,14
4695,2358,17
4696,2359,65
4697,2359,41
4698,2359,21
4699,2360,65
4700,2361,66
4701,2361,58
4702,2362,46
4703,2362,64
4704,2363,49
4705,2363,15
4706,2364,32
4707,2365,33
4708,2365,32
4709,2366,49
4710,2366,48
4711,2366,50
4712,2367,16
4713,2367,15
4714,2368,6
4715,2368,7
4716,2368,8
4717,2369,49
4718,2370,34
4719,2370,32
4720,2371,45
4721,2371,57
4722,2372,49
4723,2373,30
4724,2374,38
4725,2374,56
4726,2375,42
4727,2375,6
4728,2376,62
4729,2376,61
4730,2376,60
4731,2377,65
4732,2378,37
4733,2378,38
4734,2379,52
4735,2380,56
4736,2380,63
4737,2381,2
4738,2381,5
4739,2381,3
4740,2382,58
4741,2382,13
4742,2383,52
4743,2383,12
4744,2384,21
4745,2385,19
4746,2386,35
4747,2386,34
4748,2387,8
4749,2387,42
4750,2388,8
4751,2388,58
4752,2389,19
4753,2389,27
4754,2389,28
4755,2390,20
4756,2391,35
4757,2391,9
4758,2391,33
4759,2392,19
4760,2392,18
4761,2393,30
4762,2394,35
4763,2394,34
4764,2395,32
4765,2395,35
4766,2395,33
4767,2396,14
4768,2397,1
4769,2398,25
4770,2398,45
4771,2398,61
4772,2399,62
4773,2399,1
4774,2400,1
4775,2400,2
4776,2401,65
4777,2401,63
4778,2402,19
4779,2402,18
4780,2402,20
4781,2403,55
4782,2404,36
4783,2404,38
4784,2404,37
4785,2405,33
4786,2406,45
4787,2406,51
4788,2407,24
4789,2408,17
4790,2408,61
4791,2409,21
4792,2410,9
4793,2410,4
4794,2411,64
4795,2412,66
4796,2412,67
4797,2413,25
4798,2413,27
4799,2413,26
4800,2414,18
4801,2414,20
4802,2415,45
4803,2415,42
4804,2415,41
4805,2416,35
4806,2416,25
4807,2417,15
4808,2418,59
4809,2418,58
4810,2419,19
4811,2420,47
4812,2421,5
4813,2422,51
4814,2422,32
4815,2423,45
4816,2423,46
4817,2424,60
4818,2424,68
4819,2425,26
4820,2425,52
4821,2425,2
4822,2426,37
4823,2426,57
4824,2427,3
4825,2428,23
4826,2428,33
4827,2429,58
4828,2429,54
4829,2429,31
4830,2430,54
4831,2431,61
4832,2431,13
4833,2432,16
4834,2433,2
4835,2433,5
4836,2433,4
4837,2434,56
4838,2434,55
4839,2435,15
4840,2435,21
4841,2436,57
4842,2436,13
4843,2437,62
4844,2437,2
4845,2437,11
4846,2438,64
4847,2439,12
4848,2439,28
4849,2439,55
4850,2440,31
4851,2441,16
4852,2441,59
4853,2442,31
4854,2442,22
4855,2442,55
4856,2443,62
4857,2444,49
4858,2444,64
4859,2445,5
4860,2445,2
4861,2446,29
4862,2447,33
4863,2447,35
4864,2447,34
4865,2448,64
4866,2448,37
4867,2448,35
4868,2449,50
4869,2450,65
4870,2450,63
4871,2450,64
4872,2451,59
4873,2451,45
4874,2451,43
4875,2452,36
4876,2452,37
4877,2453,45
4878,2453,46
4879,2454,65
4880,2455,18
4881,2455,19
4882,2456,43
4883,2456,60
4884,2456,36
4885,2457,6
4886,2457,9
4887,2457,8
4888,2458,8
4889,2459,18
4890,2459,58
4891,2460,41
4892,2461,35
4893,2462,56
4894,2462,47
4895,2463,20
4896,2464,65
4897,2464,63
4898,2465,29
4899,2466,12
4900,2466,10
4901,2467,58
4902,2467,17
4903,2468,49
4904,2468,44
4905,2469,54
4906,2469,16
4907,2469,58
4908,2470,7
4909,2470,9
4910,2470,23
4911,2471,46
4912,2471,24
4913,2472,42
4914,2473,8
4915,2473,7
4916,2473,6
4917,2474,15
4918,2475,58
4919,2476,21
4920,2476,4
4921,2477,12
4922,2477,18
4923,2477,29
4924,2478,55
4925,2478,43
4926,2479,60
4927,2479,35
4928,2480,26
4929,2481,5
4930,2481,2
4931,2482,36
4932,2482,37
4933,2483,43
4934,2483,27
4935,2483,24
4936,2484,11
4937,2485,33
4938,2486,48
4939,2486,50
4940,2487,48
4941,2487,3
4942,2487,29
4943,2488,29
4944,2489,42
4945,2489,43
4946,2489,44
4947,2490,17
4948,2490,15
4949,2490,16
4950,2491,39
4951,2491,25
4952,2492,52
4953,2493,40
4954,2493,41
4955,2494,22
4956,2494,23
4957,2495,20
4958,2495,18
4959,2495,16
4960,2496,26
4961,2497,64
4962,2498,22
4963,2498,66
4964,2499,46
4965,2499,45
4966,2499,47
4967,2500,37
4968,2500,14
4969,2500,22
4970,2501,55
4971,2501,49
4972,2501,40
4973,2502,58
4974,2502,57
4975,2502,59
4976,2503,49
4977,2503,48
4978,2504,10
4979,2505,6
4980,2506,31
4981,2507,37
4982,2507,8
4983,2508,40
4984,2508,39
4985,2509,56
4986,2509,26
4987,2509,43
4988,2510,45
4989,2510,47
4990,2511,36
4991,2512,61
4992,2512,62
4993,2512,60
4994,2513,9
4995,2514,1
4996,2515,47
4997,2515,19
4998,2516,44
4999,2516,43
5000,2517,43
5001,2517,44
5002,2518,41
5003,2518,64
5004,2519,28
5005,2519,27
5006,2519,14
5007,2520,57
5008,2520,59
5009,2521,53
5010,2522,62
5011,2523,8
5012,2523,9
5013,2524,42
5014,2525,15
5015,2525,11
5016,2525,6
5017,2526,7
5018,2526,6
5019,2526,9
5020,2527,47
5021,2527,12
5022,2528,12
5023,2528,3
5024,2528,40
5025,2529,13
5026,2529,12
5027,2529,10
5028,2530,40
5029,2530,19
5030,2531,56
5031,2532,21
5032,2532,22
5033,2532,23
5034,2533,24
5035,2534,31
5036,2534,30
5037,2534,29
5038,2535,9
5039,2535,44
5040,2535,2
5041,2536,1
5042,2536,60
5043,2536,68
5044,2537,64
5045,2537,63
5046,2538,2
5047,2538,5
5048,2539,30
5049,2539,46
5050,2539,40
5051,2540,39
5052,2540,65
5053,2540,7
5054,2541,34
5055,2542,62
5056,2543,14
5057,2544,57
5058,2544,28
5059,2544,2
5060,2545,6
5061,2546,65
5062,2547,51
5063,2547,39
5064,2548,56
5065,2548,55
5066,2548,54
5067,2549,31
5068,2550,66
5069,2550,68
5070,2551,20
5071,2551,18
5072,2552,47
5073,2552,68
5074,2553,65
5075,2553,64
5076,2553,63
5077,2554,15
5078,2554,16
5079,2554,14
5080,2555,41
5081,2555,42
5082,2556,12
5083,2557,18
5084,2558,10
5085,2558,36
5086,2558,26
5087,2559,38
5088,2560,2
5089,2560,42
5090,2560,34
5091,2561,60
5092,2561,61
5093,2561,62
5094,2562,20
5095,2563,9
5096,2564,67
5097,2565,40
5098,2566,43
5099,2566,44
5100,2566,42
5101,2567,46
5102,2567,47
5103,2567,45
5104,2568,22
5105,2569,4
5106,2569,2
5107,2570,38
5108,2571,30
5109,2571,55
5110,2572,47
5111,2573,29
5112,2573,50
5113,2573,37
5114,2574,9
5115,2574,6
5116,2574,7
5117,2575,11
5118,2575,10
5119,2575,12
5120,2576,17
5121,2576,42
5122,2576,40
5123,2577,4
5124,2577,34
5125,2578,60
5126,2578,62
5127,2579,11
5128,2579,18
5129,2579,55
5130,2580,31
5131,2580,26
5132,2581,12
5133,2582,22
5134,2582,23
5135,2583,36
5136,2583,38
5137,2583,37
5138,2584,35
5139,2585,67
5140,2586,60
5141,2587,17
5142,2587,7
5143,2588,36
5144,2588,37
5145,2589,42
5146,2589,43
5147,2589,44
5148,2590,11
5149,2591,49
5150,2591,58
5151,2591,22
5152,2592,26
5153,2593,2
5154,2593,5
5155,2593,4
5156,2594,11
5157,2594,10
5158,2594,13
5159,2595,40
5160,2596,20
5161,2596,66
5162,2597,41
5163,2597,40
5164,2598,7
5165,2599,68
5166,2599,66
5167,2600,17
5168,2601,19
5169,2601,32
5170,2601,21
5171,2602,65
5172,2602,63
5173,2602,64
5174,2603,64
5175,2603,46
5176,2604,63
5177,2604,65
5178,2604,64
5179,2605,17
5180,2605,15
5181,2605,14
5182,2606,23
5183,2607,21
5184,2608,5
5185,2609,19
5186,2610,45
5187,2610,7
5188,2611,62
5189,2612,53
5190,2613,10
5191,2613,59
5192,2613,33
5193,2614,26
5194,2614,2
5195,2614,22
5196,2615,9
5197,2615,10
5198,2615,35
5199,2616,3
5200,2617,22
5201,2618,17
5202,2618,14
5203,2619,57
5204,2620,4
5205,2620,56
5206,2621,32
5207,2622,9
5208,2622,22
5209,2622,4
5210,2623,25
5211,2624,24
5212,2625,5
5213,2625,1
5214,2625,3
5215,2626,8
5216,2626,6
5217,2626,9
5218,2627,32
5219,2627,37
5220,2627,58
5221,2628,10
5222,2629,62
5223,2630,47
5224,2630,27
5225,2630,10
5226,2631,4
5227,2631,3
5228,2631,1
5229,2632,64
5230,2632,65
5231,2633,28
5232,2633,5
5233,2633,42
5234,2634,49
5235,2635,12
5236,2635,27
5237,2636,40
5238,2637,6
5239,2637,19
5240,2637,43
5241,2638,49
5242,2638,50
5243,2639,10
5244,2639,54
5245,2639,6
5246,2640,43
5247,2641,42
5248,2641,21
5249,2642,42
5250,2643,31
5251,2643,4
5252,2643,11
5253,2644,3
5254,2645,21
5255,2645,22
5256,2645,23
5257,2646,60
5258,2646,62
5259,2646,61
5260,2647,55
5261,2648,33
5262,2649,49
5263,2650,62
5264,2651,36
5265,2651,38
5266,2652,37
5267,2653,18
5268,2654,57
5269,2654,59
5270,2654,58
5271,2655,39
5272,2655,48
5273,2656,17
5274,2657,11
5275,2657,13
5276,2657,10
5277,2658,29
5278,2659,1
5279,2659,5
5280,2659,4
5281,2660,26
5282,2660,31
5283,2660,4
5284,2661,65
5285,2662,60
5286,2662,2
5287,2663,63
5288,2664,61
5289,2665,6
5290,2666,65
5291,2667,1
5292,2667,43
5293,2667,10
5294,2668,4
5295,2669,14
5296,2669,60
5297,2670,19
5298,2671,23
5299,2672,12
5300,2672,10
5301,2673,27
5302,2673,1
5303,2673,57
5304,2674,36
5305,2675,4
5306,2675,2
5307,2676,14
5308,2676,15
5309,2676,17
5310,2677,27
5311,2678,50
5312,2678,48
5313,2678,49
5314,2679,21
5315,2679,22
5316,2680,50
5317,2680,41
5318,2680,66
5319,2681,29
5320,2681,30
5321,2682,67
5322,2682,68
5323,2682,66
5324,2683,59
5325,2684,54
5326,2685,17
5327,2685,26
5328,2686,44
5329,2686,22
5330,2686,36
5331,2687,14
5332,2687,21
5333,2687,67
5334,2688,24
5335,2688,27
5336,2689,56
5337,2690,36
5338,2691,7
5339,2691,9
5340,2691,6
5341,2692,2
5342,2692,1
5343,2692,3
5344,2693,56
5345,2693,54
5346,2693,55
5347,2694,4
5348,2695,41
5349,2695,48
5350,2696,64
5351,2696,63
5352,2696,65
5353,2697,43
5354,2697,42
5355,2697,44
5356,2698,44
5357,2698,43
5358,2698,42
5359,2699,19
5360,2700,33
5361,2701,35
5362,2702,42
5363,2702,38
5364,2702,61
5365,2703,61
5366,2703,60
5367,2704,18
5368,2705,6
5369,2705,20
5370,2706,23
5371,2707,15
5372,2708,64
5373,2708,63
5374,2708,65
5375,2709,63
5376,2709,45
5377,2710,44
5378,2710,4
5379,2710,28
5380,2711,64
5381,2712,49
5382,2712,36
5383,2713,13
5384,2713,38
5385,2713,56
5386,2714,68
5387,2715,14
5388,2716,23
5389,2717,41
5390,2717,48
5391,2717,30
5392,2718,49
5393,2718,43
5394,2719,42
5395,2720,27
5396,2720,24
5397,2721,41
5398,2722,44
5399,2723,52
5400,2724,42
5401,2725,28
5402,2725,30
5403,2726,19
5404,2727,15
5405,2727,35
5406,2727,22
5407,2728,10
5408,2729,55
5409,2729,15
5410,2730,23
5411,2730,22
5412,2731,50
5413,2732,17
5414,2733,32
5415,2733,33
5416,2733,34
5417,2734,36
5418,2734,46
5419,2734,14
5420,2735,45
5421,2736,26
5422,2736,27
5423,2736,25
5424,2737,19
5425,2737,56
5426,2738,57
5427,2739,15
5428,2740,40
5429,2741,54
5430,2741,47
5431,2741,31
5432,2742,6
5433,2743,64
5434,2743,30
5435,2744,41
5436,2744,39
5437,2744,40
5438,2745,66
5439,2745,8
5440,2745,12
5441,2746,41
5442,2746,58
5443,2747,27
5444,2747,43
5445,2747,21
5446,2748,27
5447,2748,26
5448,2749,35
5449,2750,60
5450,2750,24
5451,2751,3
5452,2751,9
5453,2752,47
5454,2752,10
5455,2753,35
5456,2754,64
5457,2754,1
5458,2754,38
5459,2755,61
5460,2755,10
5461,2756,61
5462,2756,60
5463,2756,62
5464,2757,56
5465,2757,26
5466,2758,37
5467,2759,4
5468,2759,46
5469,2759,50
5470,2760,36
5471,2761,34
5472,2761,33
5473,2761,38
5474,2762,17
5475,2763,48
5476,2763,50
5477,2763,49
5478,2764,23
5479,2764,22
5480,2765,19
5481,2766,21
5482,2766,23
5483,2766,22
5484,2767,55
5485,2767,13
5486,2768,19
5487,2769,5
5488,2770,7
5489,2770,6
5490,2771,53
5491,2772,61
5492,2772,35
5493,2772,39
5494,2773,48
5495,2774,18
5496,2774,19
5497,2775,67
5498,2775,5
5499,2775,25
5500,2776,66
5501,2776,17
5502,2776,31
5503,2777,16
5504,2777,17
5505,2778,20
5506,2778,11
5507,2778,16
5508,2779,7
5509,2779,8
5510,2780,3
5511,2780,4
5512,2780,2
5513,2781,9
5514,2781,60
5515,2782,11
5516,2782,20
5517,2782,15
5518,2783,30
5519,2784,35
5520,2785,20
5521,2785,58
5522,2786,16
5523,2786,27
5524,2787,64
5525,2787,65
5526,2788,4
5527,2788,41
5528,2789,10
5529,2789,29
5530,2790,44
5531,2790,43
5532,2790,42
5533,2791,43
5534,2792,35
5535,2792,34
5536,2792,32
5537,2793,30
5538,2793,14
5539,2794,6
5540,2794,7
5541,2795,2
5542,2796,42
5543,2796,33
5544,2797,29
5545,2797,60
5546,2797,28
5547,2798,3
5548,2798,5
