comment_id,post_id,user_id,comment_text,commented_at
1564,4718,192,Amazing.,2024-12-07 04:27:48
1565,2596,192,Could be better.,2024-10-16 08:11:28
1566,3789,193,Could be better.,2024-09-07 14:06:31
1567,2480,193,Could be better.,2024-01-21 19:11:01
1568,4860,193,Well done.,2024-01-23 02:51:37
1569,414,193,Great.,2023-11-19 04:40:34
1570,4972,193,Amazing.,2023-03-29 13:34:36
1571,6544,193,Not bad.,2023-11-11 10:05:04
1572,1694,193,Great.,2023-05-24 21:51:13
1573,6139,193,Great.,2023-08-10 18:03:42
1574,5380,193,Could be better.,2024-09-13 11:13:22
1575,3138,193,Awesome.,2024-03-09 13:46:32
1576,6463,194,Could be better.,2023-07-04 00:37:17
1577,725,194,Awesome.,2024-01-19 17:19:40
1578,5839,194,Not bad.,2023-02-05 17:18:33
1579,3554,194,Interesting.,2023-07-19 12:55:02
1580,1576,194,Not bad.,2024-04-16 07:27:03
1581,5597,194,Nice.,2024-07-18 09:46:03
1582,4551,194,Could be better.,2023-01-27 11:36:31
1583,1248,194,Good.,2023-05-21 21:19:26
1584,191,194,Nice.,2023-08-03 20:08:04
1585,2202,195,Could be better.,2024-03-20 13:34:36
1586,3858,196,Awesome.,2024-01-30 11:03:50
1587,1772,196,Awesome.,2024-05-31 11:07:24
1588,4599,196,Nice.,2024-10-31 08:47:47
1589,6869,196,Awesome.,2023-07-10 20:27:12
1590,5954,196,Awesome.,2023-05-02 04:22:30
1591,1042,196,Well done.,2024-08-01 15:46:33
1592,7,196,Great.,2023-04-05 06:46:04
1593,4855,196,Amazing.,2023-03-12 05:09:03
1594,3069,196,Interesting.,2023-12-02 05:45:48
1595,3415,196,Amazing.,2024-10-13 10:53:07
1596,466,197,Interesting.,2024-06-20 19:31:27
1597,4975,197,Could be better.,2023-11-18 08:11:23
1598,2471,197,Awesome.,2024-06-14 02:09:35
1599,4557,197,Well done.,2023-09-12 20:16:10
1600,1164,197,Could be better.,2024-08-24 09:05:25
1601,3686,197,Awesome.,2023-08-23 23:01:29
1602,1415,197,Well done.,2023-09-23 00:49:28
1603,6214,197,Good.,2024-11-16 16:41:58
1604,101,197,Not bad.,2023-12-19 06:14:11
1605,2829,197,Great.,2023-10-14 13:37:08
1606,4555,197,Great.,2023-09-26 10:22:11
1607,566,198,Great.,2023-12-19 01:59:04
1608,3089,198,Nice.,2024-01-25 17:32:32
1609,6247,198,Not bad.,2023-05-11 09:01:27
1610,1668,198,Great.,2023-03-20 03:29:24
1611,1732,198,Nice.,2023-12-04 01:14:29
1612,521,198,Well done.,2023-10-24 18:41:38
1613,525,198,Well done.,2023-10-18 19:14:27
1614,6031,199,Nice.,2024-09-03 18:38:18
1615,3454,199,Well done.,2023-01-20 21:46:26
1616,2968,199,Nice.,2023-07-12 20:35:50
1617,3083,199,Could be better.,2023-08-15 18:07:20
1618,3860,199,Good.,2024-03-25 07:16:03
1619,1155,200,Awesome.,2024-09-28 02:16:46
1620,328,200,Interesting.,2024-03-02 14:38:27
1621,5834,200,Could be better.,2024-01-22 23:28:53
1622,1821,200,Amazing.,2024-01-27 21:46:06
1623,4466,200,Good.,2023-06-16 13:54:51
1624,5480,200,Could be better.,2024-01-06 04:01:42
1625,6126,200,Well done.,2024-07-17 20:07:41
1626,5675,201,Great.,2024-02-05 09:43:03
1627,4938,202,Interesting.,2024-01-05 23:22:09
1628,5012,202,Interesting.,2023-05-26 01:50:56
1629,6161,202,Amazing.,2023-05-01 16:29:17
1630,6803,202,Amazing.,2024-03-30 18:53:47
1631,382,202,Interesting.,2024-01-07 06:02:37
1632,5405,202,Nice.,2023-10-19 15:51:50
1633,6620,202,Awesome.,2024-04-30 20:59:33
1634,146,202,Great.,2023-12-13 07:19:00
1635,3942,202,Great.,2023-08-18 05:50:29
1636,4677,202,Well done.,2024-05-14 19:38:39
1637,1812,202,Could be better.,2024-03-10 14:58:16
1638,3216,202,Nice.,2023-07-07 18:20:28
1639,3097,202,Good.,2024-07-21 22:47:04
1640,6269,202,Not bad.,2024-09-23 23:56:41
1641,2279,202,Awesome.,2023-03-26 17:27:45
1642,2889,203,Amazing.,2024-05-17 10:21:37
1643,6981,203,Good.,2024-04-19 12:27:29
1644,5849,203,Interesting.,2023-09-07 11:24:36
1645,5035,203,Interesting.,2023-01-12 02:24:27
1646,178,203,Could be better.,2024-03-11 08:54:38
1647,360,203,Great.,2023-10-23 11:22:00
1648,4070,203,Not bad.,2024-03-22 04:22:38
1649,6695,203,Not bad.,2023-11-19 02:26:10
1650,412,203,Amazing.,2023-10-17 11:24:56
1651,3900,203,Nice.,2024-08-14 12:40:32
1652,1703,203,Great.,2023-02-18 13:25:56
1653,1975,203,Not bad.,2023-03-03 16:21:58
1654,6143,203,Amazing.,2024-01-26 20:20:09
1655,2048,203,Good.,2023-09-04 21:40:06
1656,2732,204,Amazing.,2023-07-18 19:43:03
1657,2853,205,Nice.,2023-12-12 19:36:53
1658,5894,205,Amazing.,2023-06-06 06:00:10
1659,235,205,Awesome.,2023-05-28 21:44:26
1660,1531,205,Awesome.,2024-03-17 11:17:39
1661,6615,205,Nice.,2024-05-18 03:51:31
1662,331,205,Great.,2023-12-02 08:28:10
1663,1319,205,Well done.,2024-08-09 16:17:00
1664,3736,205,Awesome.,2024-11-01 06:01:30
1665,278,205,Good.,2024-07-03 00:24:04
1666,1069,205,Well done.,2023-09-17 11:48:54
1667,49,205,Good.,2024-02-26 23:14:10
1668,1358,206,Great.,2024-12-06 02:02:18
1669,3055,206,Awesome.,2023-09-27 01:24:57
1670,4378,206,Interesting.,2024-06-05 04:33:42
1671,6463,206,Nice.,2023-05-24 01:18:15
1672,174,206,Good.,2023-01-21 19:47:14
1673,2662,206,Not bad.,2024-04-20 11:02:14
1674,2102,207,Could be better.,2023-09-14 16:38:46
1675,161,207,Great.,2024-12-09 13:28:14
1676,6743,207,Could be better.,2024-05-19 07:03:11
1677,2351,207,Amazing.,2024-05-03 19:45:23
1678,1456,207,Well done.,2023-01-25 17:27:12
1679,2133,207,Amazing.,2023-04-13 10:23:52
1680,6361,207,Awesome.,2023-07-13 07:55:11
1681,543,207,Good.,2024-06-18 13:12:02
1682,4812,207,Great.,2024-04-22 12:22:09
1683,4295,208,Amazing.,2023-12-17 02:06:48
1684,49,208,Good.,2024-06-23 14:22:02
1685,3219,208,Nice.,2023-06-22 04:18:14
1686,899,208,Amazing.,2023-04-20 05:52:50
1687,3785,208,Amazing.,2024-10-08 20:34:48
1688,458,208,Well done.,2023-02-20 18:48:38
1689,4058,208,Not bad.,2023-09-12 20:35:10
1690,6170,208,Could be better.,2023-10-12 11:08:14
1691,6685,208,Good.,2023-02-25 03:16:23
1692,3420,208,Awesome.,2024-08-10 23:34:24
1693,2111,209,Interesting.,2023-10-02 11:09:32
1694,814,209,Well done.,2023-09-25 18:54:28
1695,5826,209,Good.,2023-08-31 12:23:07
1696,1213,209,Amazing.,2024-02-28 03:40:30
1697,3493,209,Not bad.,2024-08-05 20:07:54
1698,2961,209,Great.,2024-12-24 17:13:09
1699,5916,209,Awesome.,2024-10-29 13:13:25
1700,694,209,Well done.,2024-02-06 12:36:43
1701,3724,209,Good.,2024-02-08 07:13:02
1702,783,209,Awesome.,2023-07-27 20:55:27
1703,1155,209,Awesome.,2024-05-08 20:22:17
1704,2772,209,Not bad.,2024-05-28 16:19:54
1705,1467,209,Amazing.,2024-08-19 13:30:27
1706,3154,209,Great.,2023-10-13 19:15:50
1707,1728,209,Interesting.,2023-12-20 22:56:55
1708,4968,210,Interesting.,2023-07-14 08:08:49
1709,4328,210,Not bad.,2024-11-30 04:16:21
1710,1465,210,Could be better.,2024-01-07 09:45:00
1711,1376,210,Interesting.,2023-03-09 08:38:50
1712,6134,210,Amazing.,2023-06-04 18:39:49
1713,4919,210,Great.,2023-06-25 23:46:37
1714,4424,211,Nice.,2024-11-03 06:00:06
1715,6349,211,Amazing.,2024-08-29 04:18:43
1716,3060,211,Good.,2023-05-11 16:07:53
1717,317,211,Well done.,2023-04-19 15:10:27
1718,3209,211,Amazing.,2023-11-16 01:24:52
1719,46,212,Great.,2024-06-20 05:24:05
1720,1771,212,Great.,2023-05-01 12:00:34
1721,2852,212,Not bad.,2023-12-29 05:47:19
1722,1785,212,Amazing.,2024-07-17 03:08:08
1723,2440,212,Nice.,2023-02-20 22:58:40
1724,177,212,Amazing.,2023-08-31 13:42:43
1725,624,212,Well done.,2024-09-18 17:11:32
1726,4887,212,Good.,2024-11-26 20:43:42
1727,2461,212,Great.,2023-08-15 12:33:17
1728,6679,212,Could be better.,2023-03-06 00:54:15
1729,5555,212,Well done.,2023-02-10 18:56:13
1730,5944,212,Good.,2024-01-07 09:37:05
1731,6467,212,Nice.,2023-06-06 14:45:27
1732,6959,214,Amazing.,2023-01-14 15:01:25
1733,5594,214,Not bad.,2024-02-22 11:48:04
1734,6315,214,Well done.,2024-11-04 03:17:19
1735,1109,214,Not bad.,2023-06-17 08:45:52
1736,3486,214,Amazing.,2024-07-03 13:08:37
1737,5104,214,Not bad.,2023-01-01 20:57:33
1738,6310,214,Could be better.,2023-11-05 02:33:31
1739,5820,214,Not bad.,2024-09-25 01:19:05
1740,1453,215,Interesting.,2024-08-26 20:32:21
1741,2125,215,Not bad.,2023-12-09 19:03:56
1742,1442,215,Great.,2023-12-10 18:08:00
1743,4513,215,Not bad.,2024-09-21 03:39:38
1744,4819,215,Could be better.,2024-06-27 06:12:56
1745,3652,215,Good.,2023-06-23 16:16:17
1746,1775,216,Nice.,2024-10-08 07:40:53
1747,5839,216,Great.,2023-10-01 20:30:28
1748,1841,216,Well done.,2024-04-11 05:14:18
1749,909,216,Nice.,2023-05-04 03:36:04
1750,5027,216,Well done.,2024-07-05 02:24:07
1751,6892,216,Amazing.,2023-01-17 08:31:21
1752,1814,216,Interesting.,2023-03-14 10:25:34
1753,5108,216,Good.,2024-06-01 05:13:59
1754,1095,216,Nice.,2024-07-20 16:25:28
1755,1754,216,Well done.,2023-01-22 18:23:30
1756,482,216,Well done.,2023-07-02 01:48:10
1757,616,217,Not bad.,2023-07-29 20:18:38
1758,4982,217,Not bad.,2024-04-01 00:15:12
1759,6561,217,Good.,2023-07-15 23:57:14
1760,3425,217,Nice.,2024-12-28 01:54:32
1761,1641,217,Amazing.,2024-09-21 21:28:51
1762,1175,217,Good.,2024-01-10 23:49:19
1763,6825,217,Well done.,2024-02-08 13:25:41
1764,749,217,Amazing.,2024-08-13 03:20:04
1765,4985,217,Well done.,2023-05-30 13:08:19
1766,5505,218,Good.,2024-02-02 12:34:40
1767,4738,218,Nice.,2024-06-02 19:47:25
1768,2233,218,Good.,2023-07-15 18:43:17
1769,3052,218,Good.,2023-04-22 09:47:41
1770,1930,218,Nice.,2024-08-23 22:24:38
1771,5245,218,Good.,2023-07-26 22:45:53
1772,6835,218,Well done.,2023-08-31 19:40:02
1773,167,218,Nice.,2023-03-05 04:24:36
1774,4859,219,Could be better.,2023-12-07 09:33:36
1775,3342,219,Not bad.,2023-02-13 20:04:17
1776,2383,219,Good.,2023-10-07 11:34:02
1777,6864,219,Great.,2023-06-27 14:02:15
1778,909,219,Awesome.,2024-08-21 05:36:12
1779,171,219,Well done.,2024-01-02 13:29:39
1780,4624,219,Not bad.,2024-10-06 04:34:26
1781,4248,219,Good.,2023-08-16 03:10:03
1782,990,219,Interesting.,2024-05-27 21:53:06
1783,3227,219,Good.,2023-03-25 14:38:15
1784,3316,219,Good.,2023-02-27 11:08:19
1785,5787,219,Awesome.,2024-02-19 01:16:01
1786,6972,220,Awesome.,2024-11-26 00:33:40
1787,3856,220,Not bad.,2023-04-17 13:37:34
1788,3117,220,Well done.,2023-05-31 16:58:50
1789,5160,220,Interesting.,2023-05-17 00:28:00
1790,857,220,Well done.,2024-05-20 14:08:15
1791,3232,220,Interesting.,2023-08-05 21:17:39
1792,6004,220,Amazing.,2024-08-19 01:50:30
1793,6236,220,Interesting.,2024-01-22 14:24:33
1794,1812,220,Well done.,2023-08-04 08:04:10
1795,5333,220,Not bad.,2024-08-11 19:12:37
1796,3046,220,Could be better.,2023-02-01 12:18:49
1797,215,220,Awesome.,2023-06-12 00:42:36
1798,593,220,Well done.,2023-12-30 17:04:10
1799,3295,221,Great.,2023-05-04 09:07:56
1800,5284,221,Not bad.,2024-07-23 08:32:31
1801,546,221,Interesting.,2023-07-30 12:22:17
1802,2423,221,Great.,2024-10-21 15:15:41
1803,1748,221,Awesome.,2023-12-05 18:16:18
1804,6871,221,Interesting.,2024-04-16 22:44:10
1805,6101,221,Amazing.,2023-01-22 07:50:13
1806,6751,221,Awesome.,2024-04-14 14:54:32
1807,5342,221,Good.,2023-08-20 00:02:27
1808,5940,221,Well done.,2023-08-22 20:12:36
1809,5083,221,Not bad.,2023-10-05 18:26:06
1810,4654,221,Interesting.,2023-08-11 23:30:17
1811,1870,222,Well done.,2023-09-04 07:54:55
1812,5759,222,Good.,2024-08-01 15:19:01
1813,5462,222,Great.,2023-08-17 17:38:05
1814,992,222,Could be better.,2024-06-03 22:29:11
1815,6435,222,Well done.,2023-11-30 17:45:51
1816,5775,222,Nice.,2023-10-01 02:16:02
1817,2987,222,Interesting.,2024-07-24 18:32:15
1818,2606,222,Not bad.,2023-06-16 22:18:56
1819,2603,222,Interesting.,2024-03-31 18:59:36
1820,3944,222,Not bad.,2024-03-26 07:24:06
1821,617,223,Nice.,2024-01-16 21:46:29
1822,4075,223,Nice.,2023-09-25 05:11:57
1823,6215,223,Nice.,2024-04-14 10:08:36
1824,1915,223,Good.,2023-07-27 08:51:44
1825,2265,223,Could be better.,2024-10-18 08:29:25
1826,1543,224,Great.,2023-04-19 18:14:38
1827,5133,225,Not bad.,2023-10-16 13:32:06
1828,3267,225,Well done.,2023-05-07 12:11:02
1829,800,225,Interesting.,2023-04-26 20:42:12
1830,6486,225,Well done.,2023-07-08 23:06:24
1831,6897,225,Well done.,2024-03-01 20:11:32
1832,4698,225,Interesting.,2023-11-05 16:12:45
1833,49,226,Good.,2024-10-12 14:19:55
1834,5725,226,Well done.,2024-05-08 13:31:15
1835,5954,226,Great.,2024-09-30 22:51:50
1836,4010,226,Awesome.,2023-07-25 20:53:52
1837,331,226,Not bad.,2023-06-17 06:47:47
1838,6864,226,Great.,2023-10-03 06:30:55
1839,3762,226,Not bad.,2024-04-14 13:33:02
1840,4741,226,Great.,2024-02-15 18:54:53
1841,3476,226,Interesting.,2024-10-10 11:16:18
1842,853,226,Could be better.,2023-08-26 10:00:40
1843,2436,226,Amazing.,2024-04-19 14:11:37
1844,2770,226,Nice.,2024-07-29 16:54:45
1845,1776,226,Good.,2023-04-30 07:30:34
1846,6857,226,Good.,2023-12-27 18:00:25
1847,2374,226,Amazing.,2024-02-07 00:41:05
1848,4457,227,Great.,2024-03-27 08:10:58
1849,4104,227,Great.,2024-03-29 12:42:53
1850,4829,227,Good.,2023-12-30 09:11:31
1851,1415,227,Awesome.,2024-12-31 01:23:12
1852,3022,227,Well done.,2023-10-22 18:34:57
1853,6519,227,Interesting.,2023-11-22 12:50:35
1854,2088,227,Nice.,2023-05-19 05:10:53
1855,4195,227,Not bad.,2024-03-01 07:39:25
1856,3090,227,Could be better.,2024-02-23 05:20:53
1857,5271,227,Well done.,2024-04-28 12:56:46
1858,991,229,Awesome.,2023-03-16 19:43:51
1859,4230,229,Great.,2024-08-27 06:21:56
1860,531,229,Could be better.,2024-06-17 12:04:17
1861,3711,229,Great.,2023-08-10 21:39:49
1862,6458,229,Nice.,2024-11-30 09:52:42
1863,6580,229,Good.,2024-12-25 22:59:14
1864,6501,229,Nice.,2023-04-23 09:31:49
1865,4985,229,Amazing.,2023-03-25 01:18:47
1866,4806,229,Nice.,2023-05-15 09:05:59
1867,3887,229,Good.,2024-06-02 07:37:49
1868,1440,229,Well done.,2023-01-13 15:51:02
1869,6466,229,Could be better.,2024-03-06 19:56:18
1870,5291,230,Great.,2024-07-06 11:40:25
1871,424,230,Not bad.,2024-10-12 15:21:32
1872,1875,230,Amazing.,2024-06-01 09:02:53
1873,5130,230,Could be better.,2024-05-14 05:36:01
1874,3856,230,Good.,2024-12-18 07:10:35
1875,2539,230,Well done.,2023-11-04 23:33:49
1876,2935,230,Awesome.,2024-12-08 14:40:24
1877,5896,232,Well done.,2024-03-06 08:49:58
1878,5228,232,Interesting.,2024-07-29 13:45:02
1879,2816,232,Awesome.,2024-04-28 08:51:23
1880,4584,232,Well done.,2024-01-23 13:57:26
1881,3418,232,Great.,2024-06-21 08:47:27
1882,1980,232,Great.,2024-07-22 17:59:02
1883,202,232,Good.,2024-08-28 09:04:43
1884,787,232,Well done.,2024-02-01 20:43:52
1885,2042,232,Nice.,2023-01-08 17:54:32
1886,4413,232,Could be better.,2024-08-07 21:46:03
1887,1613,232,Not bad.,2023-04-02 14:25:35
1888,1896,232,Nice.,2024-04-01 23:39:05
1889,2887,233,Well done.,2024-08-08 16:29:16
1890,4630,233,Interesting.,2024-09-06 08:42:53
1891,2732,233,Awesome.,2024-05-13 23:51:51
1892,3223,233,Interesting.,2024-09-06 09:10:21
1893,3049,233,Amazing.,2023-10-19 06:31:36
1894,400,233,Amazing.,2024-01-09 16:15:19
1895,64,233,Interesting.,2023-07-21 06:15:33
1896,4819,233,Amazing.,2023-07-19 07:43:43
1897,346,234,Awesome.,2023-01-28 10:58:51
1898,6290,235,Well done.,2024-01-01 09:24:04
1899,5619,235,Nice.,2023-10-02 20:02:58
1900,3699,235,Not bad.,2023-04-09 06:35:37
1901,1437,235,Could be better.,2023-07-13 08:17:28
1902,4638,235,Well done.,2023-09-22 10:55:19
1903,461,235,Interesting.,2024-09-22 12:33:33
1904,5245,235,Interesting.,2024-08-08 19:23:21
1905,6930,235,Awesome.,2024-09-24 18:21:15
1906,968,236,Nice.,2024-01-01 08:58:54
1907,5630,236,Good.,2023-10-15 06:16:13
1908,2443,236,Not bad.,2023-04-21 01:15:08
1909,662,236,Nice.,2024-08-10 11:52:45
1910,5011,236,Great.,2024-03-22 01:11:48
1911,5215,236,Awesome.,2023-11-11 15:13:24
1912,421,236,Good.,2024-04-20 00:55:52
1913,2802,236,Amazing.,2023-08-15 11:34:31
1914,2446,236,Interesting.,2024-06-13 10:37:22
1915,2778,236,Good.,2024-09-02 15:07:47
1916,3763,236,Well done.,2024-10-31 19:53:38
1917,6317,236,Awesome.,2024-10-30 14:43:57
1918,6103,236,Could be better.,2023-03-15 12:37:13
1919,5921,237,Amazing.,2024-01-12 05:33:43
1920,1433,237,Awesome.,2023-07-27 17:47:46
1921,4878,237,Well done.,2023-09-20 16:08:22
1922,6084,237,Good.,2024-10-02 09:56:52
1923,3345,237,Amazing.,2024-10-02 02:22:21
1924,5622,237,Awesome.,2023-12-09 06:10:39
1925,2587,237,Nice.,2024-04-20 06:42:20
1926,2650,237,Nice.,2024-12-11 00:11:19
1927,6605,237,Interesting.,2023-03-30 21:01:32
1928,3826,237,Awesome.,2023-06-22 10:29:15
1929,5087,238,Awesome.,2023-05-24 10:37:59
1930,691,238,Good.,2024-02-24 03:46:12
1931,5668,238,Amazing.,2023-01-04 05:30:30
1932,6852,238,Good.,2024-07-25 21:56:48
1933,6024,238,Interesting.,2023-03-07 19:09:40
1934,6383,238,Well done.,2023-02-03 19:11:25
1935,2495,238,Could be better.,2023-09-20 18:10:56
1936,4850,238,Well done.,2023-03-29 23:26:08
1937,2201,238,Amazing.,2023-06-19 07:33:31
1938,5742,238,Well done.,2023-02-01 17:56:28
1939,3365,238,Nice.,2024-06-04 11:37:09
1940,5541,239,Well done.,2024-07-03 19:11:44
1941,5379,239,Could be better.,2024-05-11 11:13:03
1942,4599,239,Well done.,2023-01-18 14:24:33
1943,1773,239,Well done.,2024-12-21 20:30:42
1944,1235,239,Awesome.,2023-08-22 12:14:02
1945,6107,239,Not bad.,2024-04-23 01:41:51
1946,1103,239,Amazing.,2024-10-05 02:27:03
1947,3440,239,Awesome.,2023-05-20 02:35:43
1948,1764,239,Well done.,2023-11-04 04:51:24
1949,1939,239,Interesting.,2023-03-23 08:19:34
1950,1745,239,Could be better.,2024-01-31 01:52:51
1951,2746,239,Great.,2023-05-05 11:44:49
1952,2292,239,Great.,2024-11-02 20:49:17
1953,2615,239,Could be better.,2024-12-13 00:49:59
1954,5547,239,Not bad.,2024-07-31 20:46:00
1955,4687,240,Not bad.,2023-12-13 15:41:01
1956,2388,240,Could be better.,2023-03-28 13:27:36
1957,5214,240,Great.,2024-12-17 03:15:03
1958,5822,240,Amazing.,2023-09-14 08:58:10
1959,2799,240,Interesting.,2023-05-22 21:30:40
1960,2905,241,Amazing.,2023-09-30 08:11:27
1961,1294,241,Amazing.,2023-11-30 20:02:51
1962,5873,241,Not bad.,2024-05-18 05:38:09
1963,1248,241,Great.,2023-07-29 14:54:26
1964,181,241,Great.,2023-02-25 04:34:52
1965,5102,241,Great.,2023-05-31 22:20:36
1966,6698,241,Good.,2024-11-12 08:09:22
1967,4216,241,Amazing.,2023-03-23 06:57:01
1968,3041,242,Not bad.,2023-08-10 00:22:22
1969,1190,242,Awesome.,2023-06-26 01:10:28
1970,5996,243,Amazing.,2024-03-22 01:38:06
1971,1207,243,Great.,2024-12-09 00:59:24
1972,6609,243,Nice.,2024-07-08 21:06:21
1973,467,243,Great.,2023-03-28 00:00:36
1974,2811,243,Great.,2023-10-06 00:28:12
1975,497,243,Amazing.,2023-07-31 19:41:24
1976,6184,243,Nice.,2023-08-26 11:33:24
1977,6105,243,Not bad.,2023-09-30 00:15:10
1978,6951,243,Could be better.,2024-05-28 15:48:05
1979,975,243,Well done.,2023-06-05 16:34:16
1980,259,243,Well done.,2024-07-31 04:23:33
1981,4624,243,Interesting.,2023-11-14 15:18:07
1982,6524,243,Great.,2023-06-25 16:50:51
1983,1604,243,Not bad.,2023-03-23 11:21:26
1984,5589,244,Good.,2023-06-07 09:19:46
1985,4556,244,Well done.,2023-06-07 10:29:49
1986,6094,244,Nice.,2023-07-22 10:21:16
1987,2694,244,Amazing.,2024-04-30 03:15:14
1988,2866,244,Great.,2024-04-25 23:20:18
1989,1745,244,Awesome.,2023-01-24 00:06:06
1990,4948,244,Nice.,2023-06-01 08:28:19
1991,4698,245,Awesome.,2023-05-09 23:51:01
1992,1665,245,Well done.,2023-09-25 06:22:57
1993,1190,245,Awesome.,2024-06-04 17:22:54
1994,3424,245,Amazing.,2024-05-20 20:21:03
1995,3928,245,Good.,2024-10-19 01:44:46
1996,6411,245,Nice.,2023-12-17 19:34:16
1997,5898,247,Amazing.,2023-08-11 22:30:58
1998,4745,247,Not bad.,2024-07-18 15:20:27
1999,2171,247,Awesome.,2024-05-14 07:05:54
2000,995,248,Well done.,2023-02-21 22:49:05
2001,6006,248,Amazing.,2024-09-05 06:32:11
2002,4510,248,Interesting.,2023-05-09 15:30:31
2003,1331,248,Great.,2023-07-10 21:09:15
2004,3098,248,Amazing.,2023-10-17 14:49:26
2005,3154,249,Well done.,2024-09-18 20:00:16
2006,1824,249,Interesting.,2023-10-24 16:27:57
2007,6725,249,Nice.,2024-04-06 16:43:20
2008,4555,249,Could be better.,2024-12-14 17:06:20
2009,636,250,Awesome.,2023-04-11 17:31:40
2010,5359,250,Great.,2023-09-01 10:17:55
2011,2134,250,Could be better.,2023-10-08 07:17:45
2012,6405,250,Awesome.,2023-11-08 17:00:52
2013,2972,251,Could be better.,2024-01-31 12:19:24
2014,4512,251,Interesting.,2023-01-08 12:34:32
2015,1231,253,Amazing.,2024-06-17 22:01:02
2016,6821,253,Could be better.,2024-02-07 08:23:40
2017,6803,253,Well done.,2023-10-19 03:26:40
2018,5012,253,Interesting.,2024-07-20 15:18:17
2019,5448,253,Amazing.,2023-06-18 11:30:27
2020,3429,254,Interesting.,2023-01-16 12:41:57
2021,4801,254,Awesome.,2024-08-17 03:19:04
2022,3737,254,Good.,2023-11-01 06:53:53
2023,4404,255,Well done.,2024-03-27 23:36:57
2024,660,255,Interesting.,2024-02-24 21:02:05
2025,3686,255,Amazing.,2023-01-17 10:51:48
2026,3185,255,Good.,2023-05-31 00:24:54
2027,4729,255,Not bad.,2024-11-18 16:37:15
2028,3074,255,Well done.,2024-05-31 21:43:14
2029,477,256,Awesome.,2024-09-24 18:08:30
2030,234,256,Awesome.,2023-11-08 08:42:54
2031,69,256,Could be better.,2023-06-25 03:02:00
2032,6354,256,Well done.,2024-08-13 08:21:00
2033,2617,256,Great.,2024-08-07 08:27:19
2034,2741,256,Interesting.,2024-11-12 19:50:42
2035,4681,256,Could be better.,2024-06-02 09:13:10
2036,4516,257,Nice.,2024-01-06 15:10:20
2037,5189,257,Interesting.,2023-12-07 13:53:06
2038,5142,257,Great.,2023-12-13 04:28:40
2039,2138,257,Good.,2024-04-07 22:33:40
2040,3815,257,Not bad.,2023-01-06 13:10:45
2041,3561,258,Great.,2023-08-10 19:28:00
2042,440,259,Awesome.,2023-07-30 09:11:12
2043,454,259,Awesome.,2024-06-18 02:35:45
2044,4828,259,Not bad.,2024-02-16 19:03:57
2045,1219,259,Awesome.,2024-10-24 06:28:28
2046,3086,259,Well done.,2023-08-04 11:03:45
2047,4254,260,Awesome.,2024-03-25 01:55:51
2048,2718,260,Amazing.,2023-04-16 07:52:09
2049,1439,260,Good.,2024-11-08 10:51:55
2050,1020,260,Well done.,2023-07-10 06:06:08
2051,4533,260,Nice.,2023-01-31 21:08:58
2052,295,260,Nice.,2024-05-30 21:02:31
2053,2977,260,Interesting.,2023-07-05 04:44:31
2054,6990,260,Not bad.,2023-10-27 13:45:48
2055,5311,261,Awesome.,2023-03-13 17:26:47
2056,4331,261,Great.,2024-12-20 06:08:59
2057,1135,261,Could be better.,2023-02-17 21:16:25
2058,1770,261,Not bad.,2023-09-21 12:29:24
2059,1494,261,Great.,2023-09-28 16:34:35
2060,4630,262,Great.,2023-05-14 12:10:23
2061,1326,262,Interesting.,2023-01-29 09:23:14
2062,4099,262,Good.,2023-01-04 18:01:15
2063,5901,262,Awesome.,2023-12-02 12:34:05
2064,2190,262,Nice.,2023-02-18 19:13:32
2065,2138,262,Could be better.,2024-04-29 09:37:00
2066,6119,262,Well done.,2024-10-03 09:46:28
2067,3396,262,Not bad.,2024-12-13 17:12:09
2068,3205,262,Well done.,2023-08-11 13:11:17
2069,6036,262,Interesting.,2024-05-19 08:54:04
2070,947,262,Nice.,2024-02-04 04:45:52
2071,4831,262,Interesting.,2024-07-27 17:16:20
2072,817,262,Awesome.,2024-11-06 04:10:33
2073,6693,262,Interesting.,2023-02-12 21:04:04
2074,3686,262,Good.,2024-05-09 14:32:10
2075,4295,263,Great.,2024-08-02 21:21:02
2076,1328,263,Interesting.,2023-07-04 02:34:45
2077,5557,263,Amazing.,2024-07-08 17:12:57
2078,3902,263,Interesting.,2023-10-16 06:52:01
2079,1443,263,Amazing.,2023-07-22 17:04:06
2080,4202,263,Amazing.,2023-02-05 07:03:43
2081,5174,264,Great.,2023-10-15 20:33:27
2082,6882,264,Great.,2024-07-21 07:54:45
2083,2102,264,Good.,2023-12-13 06:56:41
2084,3178,264,Awesome.,2023-11-05 19:29:38
2085,89,264,Not bad.,2024-08-04 01:47:19
2086,3444,264,Could be better.,2024-05-21 12:02:08
2087,1541,264,Nice.,2023-06-25 07:30:19
2088,4602,264,Amazing.,2023-10-20 08:50:48
2089,3069,265,Interesting.,2023-08-04 02:30:03
2090,5013,265,Good.,2024-04-28 18:36:36
2091,2572,265,Interesting.,2023-09-29 04:56:50
2092,3907,265,Amazing.,2024-03-22 12:01:28
2093,4497,265,Well done.,2024-11-26 02:27:15
2094,1365,265,Great.,2024-11-17 19:25:56
2095,1812,266,Interesting.,2023-04-13 00:00:51
2096,4510,266,Great.,2024-06-12 04:14:23
2097,3390,266,Awesome.,2024-05-24 06:45:40
