id,user_id,interest_id
2140,751,10
2141,751,16
2142,752,12
2143,752,13
2144,752,7
2145,752,2
2146,752,1
2147,753,17
2148,754,14
2149,754,10
2150,754,13
2151,754,7
2152,755,17
2153,756,19
2154,756,12
2155,757,7
2156,757,1
2157,757,10
2158,757,2
2159,757,15
2160,758,12
2161,758,5
2162,759,14
2163,759,3
2164,759,18
2165,760,3
2166,761,6
2167,761,8
2168,761,18
2169,761,19
2170,761,9
2171,762,4
2172,763,6
2173,763,19
2174,763,10
2175,764,8
2176,765,15
2177,765,11
2178,765,2
2179,765,20
2180,765,1
2181,766,9
2182,766,20
2183,766,14
2184,766,17
2185,766,13
2186,767,2
2187,767,16
2188,767,13
2189,768,16
2190,768,2
2191,768,20
2192,768,3
2193,768,7
2194,769,13
2195,769,16
2196,770,15
2197,770,3
2198,771,11
2199,771,20
2200,771,15
2201,771,9
2202,772,3
2203,772,15
2204,772,18
2205,772,16
2206,773,13
2207,773,18
2208,773,17
2209,773,9
2210,773,7
2211,774,7
2212,774,15
2213,774,18
2214,774,10
2215,774,5
2216,775,6
2217,776,2
2218,777,18
2219,778,4
2220,778,5
2221,778,6
2222,778,11
2223,778,8
2224,779,1
2225,779,5
2226,780,15
2227,781,13
2228,781,18
2229,781,11
2230,782,11
2231,783,2
2232,783,5
2233,784,2
2234,784,6
2235,784,13
2236,784,3
2237,784,17
2238,785,1
2239,785,20
2240,785,14
2241,785,16
2242,785,3
2243,786,13
2244,786,17
2245,786,11
2246,787,19
2247,787,5
2248,788,2
2249,788,14
2250,788,8
2251,789,16
2252,789,19
2253,790,8
2254,790,12
2255,790,5
2256,790,20
2257,790,6
2258,791,12
2259,791,7
2260,791,2
2261,791,20
2262,791,6
2263,792,2
2264,792,13
2265,792,11
2266,793,2
2267,793,19
2268,793,15
2269,794,16
2270,794,5
2271,794,11
2272,795,6
2273,795,19
2274,795,12
2275,796,9
2276,797,13
2277,797,17
2278,798,10
2279,798,3
2280,798,4
2281,798,13
2282,798,9
2283,799,14
2284,800,19
2285,801,1
2286,801,4
2287,801,17
2288,801,10
2289,802,7
2290,802,2
2291,802,5
2292,802,17
2293,803,2
2294,803,9
2295,803,7
2296,803,6
2297,803,20
2298,804,12
2299,804,1
2300,804,17
2301,804,8
2302,805,1
2303,805,7
2304,805,9
2305,805,14
2306,805,19
2307,806,17
2308,807,5
2309,807,10
2310,807,9
2311,808,9
2312,808,5
2313,808,13
2314,809,9
2315,809,18
2316,809,17
2317,810,3
2318,810,1
2319,810,12
2320,810,16
2321,811,13
2322,811,10
2323,811,17
2324,812,13
2325,812,3
2326,813,18
2327,813,5
2328,813,20
2329,813,2
2330,813,11
2331,814,17
2332,814,16
2333,814,15
2334,814,7
2335,815,10
2336,815,2
2337,816,17
2338,816,13
2339,816,19
2340,816,5
2341,816,18
2342,817,7
2343,818,11
2344,818,10
2345,818,15
2346,819,19
2347,819,18
2348,819,7
2349,820,18
2350,820,7
2351,821,13
2352,821,7
2353,821,17
2354,822,19
2355,822,7
2356,822,4
2357,822,13
2358,822,20
2359,823,2
2360,823,1
2361,823,12
2362,824,2
2363,824,8
2364,824,19
2365,824,11
2366,824,5
2367,825,18
2368,825,5
2369,825,7
2370,826,2
2371,827,7
2372,827,12
2373,827,10
2374,827,19
2375,828,10
2376,829,15
2377,829,6
2378,829,11
2379,830,11
2380,830,1
2381,831,7
2382,831,15
2383,831,8
2384,831,3
2385,832,9
2386,833,13
2387,833,19
2388,834,11
2389,834,20
2390,834,4
2391,834,14
2392,835,16
2393,835,5
2394,836,7
2395,836,8
2396,837,9
2397,837,18
2398,837,15
2399,838,8
2400,838,13
2401,838,11
2402,838,6
2403,838,10
2404,839,5
2405,839,17
2406,840,7
2407,840,2
2408,840,6
2409,840,16
2410,841,12
2411,841,8
2412,841,11
2413,841,3
2414,841,16
2415,842,4
2416,843,6
2417,843,17
2418,843,9
2419,843,3
2420,844,8
2421,844,10
2422,844,20
2423,845,12
2424,846,18
2425,846,2
2426,847,5
2427,847,19
2428,847,12
2429,848,7
2430,848,8
2431,849,10
2432,849,13
2433,850,15
2434,850,12
2435,850,4
2436,850,9
2437,851,20
2438,852,14
2439,852,17
2440,853,10
2441,853,13
2442,853,2
2443,853,12
2444,854,11
2445,854,17
2446,854,4
2447,855,5
2448,855,14
2449,855,8
2450,855,4
2451,856,7
2452,857,2
2453,857,19
2454,857,7
2455,858,17
2456,858,7
2457,858,14
2458,858,15
2459,858,5
2460,859,1
2461,859,19
2462,859,2
2463,859,20
2464,860,9
2465,860,3
2466,860,20
2467,861,19
2468,861,9
2469,861,20
2470,862,3
2471,862,12
2472,862,5
2473,862,7
2474,862,6
2475,863,9
2476,863,7
2477,864,10
2478,864,16
2479,864,8
2480,865,6
2481,865,2
2482,866,19
2483,866,4
2484,867,10
2485,867,13
2486,867,3
2487,868,3
2488,868,13
2489,868,5
2490,868,11
2491,868,18
2492,869,4
2493,869,2
2494,869,7
2495,869,6
2496,870,5
2497,870,8
2498,870,2
2499,870,11
2500,870,3
2501,871,16
2502,871,1
2503,871,12
2504,871,20
2505,872,2
2506,872,19
2507,872,1
2508,872,8
2509,873,11
2510,873,7
2511,873,5
2512,873,20
2513,873,1
2514,874,2
2515,874,6
2516,874,16
2517,874,1
2518,874,13
2519,875,1
2520,875,13
2521,875,4
2522,875,19
2523,875,7
2524,876,15
2525,876,16
2526,876,11
2527,876,19
2528,877,14
2529,877,6
2530,878,1
2531,878,10
2532,879,17
2533,879,8
2534,879,16
2535,879,11
2536,880,1
2537,881,19
2538,881,8
2539,881,10
2540,881,20
2541,881,5
2542,882,15
2543,883,11
2544,884,9
2545,885,4
2546,885,12
2547,885,9
2548,885,19
2549,885,3
2550,886,10
2551,886,9
2552,886,18
2553,886,1
2554,886,17
2555,887,8
2556,887,10
2557,887,2
2558,888,7
2559,888,13
2560,889,5
2561,889,3
2562,889,16
2563,889,8
2564,890,13
2565,890,16
2566,890,6
2567,890,19
2568,890,20
2569,891,16
2570,891,18
2571,891,14
2572,891,9
2573,891,20
2574,892,6
2575,892,12
2576,892,1
2577,892,3
2578,893,11
2579,893,10
2580,893,2
2581,894,2
2582,894,7
2583,895,5
2584,895,3
2585,895,20
2586,895,16
2587,896,1
2588,896,8
2589,897,4
2590,897,18
2591,897,6
2592,897,16
2593,897,13
2594,898,17
2595,898,5
2596,898,16
2597,899,8
2598,899,12
2599,899,5
2600,899,14
2601,900,2
2602,901,12
2603,901,15
2604,902,16
2605,903,11
2606,903,6
2607,903,1
2608,903,12
2609,904,5
2610,905,1
2611,905,8
2612,905,9
2613,905,20
2614,906,5
2615,906,12
2616,906,13
2617,906,1
2618,906,19
2619,907,15
2620,907,17
2621,908,18
2622,908,5
2623,908,9
2624,908,17
2625,909,8
2626,909,4
2627,909,16
2628,909,17
2629,910,1
2630,911,11
2631,911,1
2632,911,12
2633,911,4
2634,911,10
2635,912,2
2636,912,12
2637,912,9
2638,912,14
2639,912,19
2640,913,12
2641,913,15
2642,913,4
2643,913,9
2644,913,19
2645,914,1
2646,914,17
2647,914,20
2648,914,8
2649,915,8
2650,915,14
2651,915,18
2652,915,17
2653,915,16
2654,916,16
2655,917,5
2656,918,13
2657,918,4
2658,918,20
2659,918,3
2660,918,6
2661,919,20
2662,919,16
2663,919,13
2664,919,17
2665,920,6
2666,921,10
2667,921,19
2668,921,7
2669,921,5
2670,921,13
2671,922,12
2672,922,5
2673,922,2
2674,922,13
2675,923,2
2676,923,6
2677,923,11
2678,923,15
2679,924,4
2680,924,1
2681,924,7
2682,925,15
2683,925,7
2684,925,14
2685,926,15
2686,926,20
2687,926,13
2688,926,19
2689,926,3
2690,927,12
2691,927,11
2692,927,3
2693,927,1
2694,927,10
2695,928,18
2696,929,7
2697,929,8
2698,929,10
2699,929,6
2700,930,15
2701,931,4
2702,931,1
2703,932,13
2704,932,7
2705,932,19
2706,933,12
2707,933,18
2708,933,3
2709,934,2
2710,934,12
2711,934,4
2712,934,19
2713,934,14
2714,935,10
2715,935,13
2716,936,20
2717,936,16
2718,936,19
2719,937,9
2720,938,2
2721,938,20
2722,938,6
2723,939,15
2724,939,5
2725,939,9
2726,939,3
2727,939,6
2728,940,12
2729,940,11
2730,941,18
2731,942,13
2732,942,14
2733,942,10
2734,943,8
2735,943,18
2736,944,13
2737,944,18
2738,944,6
2739,945,12
2740,945,3
2741,945,7
2742,945,6
2743,946,20
2744,947,15
2745,947,6
2746,947,17
2747,947,2
2748,948,8
2749,949,1
2750,949,5
2751,949,12
2752,949,8
2753,949,15
2754,950,11
2755,950,4
2756,950,3
2757,950,10
2758,951,20
2759,951,8
2760,952,4
2761,952,2
2762,953,4
2763,954,17
2764,955,15
2765,955,2
2766,956,17
2767,956,10
2768,956,11
2769,956,3
2770,957,11
2771,957,12
2772,958,15
2773,958,8
2774,958,3
2775,959,15
2776,960,20
2777,960,11
2778,960,13
2779,961,4
2780,961,20
2781,962,6
2782,962,3
2783,962,4
2784,962,18
2785,962,19
2786,963,2
2787,963,8
2788,964,15
2789,964,20
2790,964,9
2791,964,8
2792,965,1
2793,965,2
2794,966,10
2795,966,14
2796,966,19
2797,966,1
2798,967,16
2799,967,14
2800,967,12
2801,967,19
2802,968,5
2803,968,6
2804,969,10
2805,970,12
2806,970,6
2807,970,8
2808,970,3
2809,970,4
2810,971,8
2811,971,13
2812,972,9
2813,973,7
2814,973,6
2815,973,1
2816,973,17
2817,973,16
2818,974,20
2819,974,5
2820,974,19
2821,974,14
2822,975,8
2823,975,10
2824,975,6
2825,975,12
2826,975,11
2827,976,7
2828,976,19
2829,977,14
2830,977,2
2831,977,12
2832,977,4
2833,978,7
2834,978,1
2835,979,7
2836,979,9
2837,979,16
2838,979,11
2839,979,12
2840,980,7
2841,980,13
2842,980,10
2843,980,16
2844,980,3
2845,981,5
2846,981,10
2847,981,14
2848,981,1
2849,982,9
2850,982,20
2851,982,16
2852,982,4
2853,982,17
2854,983,3
2855,983,11
2856,983,18
2857,984,6
2858,984,10
2859,984,12
2860,984,16
2861,984,17
2862,985,11
2863,985,16
2864,985,8
2865,985,3
2866,986,9
2867,986,16
2868,986,11
2869,987,4
2870,987,10
2871,987,3
2872,987,5
2873,988,8
2874,989,20
2875,990,14
2876,990,2
2877,990,17
2878,990,13
2879,991,16
2880,991,5
2881,991,10
2882,991,13
2883,991,2
2884,992,10
2885,993,3
2886,994,13
2887,994,6
2888,994,16
2889,994,8
2890,994,19
2891,995,9
2892,995,10
2893,995,7
2894,995,17
2895,996,6
2896,996,7
2897,996,3
2898,996,16
2899,997,10
2900,997,14
2901,997,20
2902,997,8
2903,997,17
2904,998,19
2905,998,11
2906,999,2
2907,999,4
2908,999,8
2909,999,20
2910,1000,6
2911,1000,14
2912,1000,2
